result_new_OneBody2_E-0.15_ecc0.4_EU1.txt
geod|
39|6.550788500669924e-05,3.964057525296383e-05,39.487322405676906
40|6.584649322149971e-05,3.961131335294965e-05,39.842941643525435
41|6.572293791773376e-05,3.960415525217087e-05,39.74074119793017
42|6.508701433327602e-05,3.959046229740082e-05,39.17302444589162
43|6.532727431585172e-05,3.957047574543182e-05,39.427327774136124
44|6.458805538978041e-05,3.95683767893118e-05,38.737315203992665
45|6.399056332284658e-05,3.955117616749604e-05,38.19217379295196
46|6.421345692908531e-05,3.953839312265117e-05,38.42662424121514
47|6.452705601445174e-05,3.953349871066436e-05,38.73345360462396
48|6.340839240026597e-05,3.952609354174186e-05,37.664255399769345
49|6.365529164442663e-05,3.95113487194898e-05,37.929200073110906
50|6.33039564275073e-05,3.9508583281833154e-05,37.589077347674916
51|6.288286523714604e-05,3.949722449014814e-05,37.18920990448695
52|6.313660346224381e-05,3.949638728473204e-05,37.442964748093885
53|6.246776698626277e-05,3.9488348221983216e-05,36.786041622606646
54|6.26281130853279e-05,3.9479880430626224e-05,36.961408406418506
55|6.15230451583848e-05,3.949119638280152e-05,35.81072542632527
56|6.155817521946716e-05,3.947598629716609e-05,35.87206547883147
57|6.195316970947218e-05,3.947365100476219e-05,36.28469505293615
58|6.134249147704551e-05,3.9479176378254266e-05,35.64138751516564
59|6.133467501667766e-05,3.947372886337064e-05,35.64206730917342
60|6.121357592814292e-05,3.9479242366358136e-05,35.50574073192223
61|6.0468992896467455e-05,3.947555562211491e-05,34.71768962697403
62|5.9841635307034124e-05,3.947834927497951e-05,34.02862560084651
63|5.992145194300136e-05,3.946884470096279e-05,34.132362582758425
64|5.886266137222762e-05,3.947080788835322e-05,32.94423499006757
65|5.9266214380571114e-05,3.946689015199567e-05,33.40743868241083
66|5.872475365764629e-05,3.9480701513827654e-05,32.76991548744105
67|5.791551416090002e-05,3.947421396421902e-05,31.84172749541281
68|5.853208331707549e-05,3.9476867429222295e-05,32.55516429276701
69|5.7816393200571525e-05,3.948983327761724e-05,31.697860949882166
70|5.787014243452404e-05,3.948589037072736e-05,31.768112692304424
71|5.6676287121693036e-05,3.9489864465558355e-05,30.323832997797982
72|5.6756996503093404e-05,3.9484572493808656e-05,30.432237562717674
73|5.671774847382238e-05,3.949546099857315e-05,30.364899768893398
74|5.637233128963359e-05,3.950370289418359e-05,29.923595511388765
75|5.635224546995943e-05,3.950318185319546e-05,29.899542558150525
76|5.5982666870679765e-05,3.9509869749654314e-05,29.42481671885638
77|5.530408407938836e-05,3.950618681924922e-05,28.565516495059285
78|5.42095466276038e-05,3.951239754318436e-05,27.11173584494722
79|5.4586693031932754e-05,3.9506815574075205e-05,27.625556010575597
80|5.3908483757414416e-05,3.9521433705225206e-05,26.687914497707343
81|5.379949145067897e-05,3.9522784054391025e-05,26.536881690371015
82|5.3006035847680266e-05,3.953301343528892e-05,25.417902314196493
83|5.2930671567530396e-05,3.952522084693655e-05,25.326432337989154
84|5.335922018723238e-05,3.953841141646208e-05,25.901444440669124
85|5.25294986672975e-05,3.954582891330105e-05,24.716911608523496
86|5.301929397738547e-05,3.955696221469296e-05,25.391382556762554
87|5.149911601476376e-05,3.956384260916934e-05,23.175685971333593
88|5.061560892105632e-05,3.9559002340983085e-05,21.84426270030239
89|5.173118972301438e-05,3.955691223733737e-05,23.533728009856436
90|5.0432040370917974e-05,3.957352301364736e-05,21.530989580053284
91|5.001059821463372e-05,3.956853052144993e-05,20.879709633483866
92|5.0200155204738195e-05,3.9578853042954165e-05,21.157907019342296
93|4.9437005447572346e-05,3.95939849715532e-05,19.91022794950154
94|4.934613653650999e-05,3.959840587297592e-05,19.75378691768902
95|4.9158346496991356e-05,3.959410531084728e-05,19.45598635366923
96|4.899277110181899e-05,3.960430729721409e-05,19.162957296482304
97|4.8696212481047496e-05,3.961416124464989e-05,18.650426334352648
98|4.745656487692429e-05,3.9618067082525243e-05,16.51720434196557
99|4.788091073226752e-05,3.961382098660593e-05,17.265940892160813
100|4.6975142783622914e-05,3.963097550352401e-05,15.634156374846231
101|4.671974976666604e-05,3.9628498613275553e-05,15.17827297621788
102|4.624755667181901e-05,3.963270862072932e-05,14.303129780519752
103|4.6087291445839895e-05,3.9637197039255057e-05,13.995386155779526
104|4.5278339634080567e-05,3.964382982069026e-05,12.4441617314723
105|4.522323783895388e-05,3.9643176224402055e-05,12.338925475489358
106|4.4815873553538665e-05,3.965045457965388e-05,11.525869216214176
107|4.460127912331302e-05,3.96531823518842e-05,11.094069203146374
108|4.384414944302861e-05,3.966245231490362e-05,9.537639984460688
109|4.387447113840537e-05,3.966319835990717e-05,9.59845821323616
110|4.329245796119707e-05,3.96662608235232e-05,8.376048181242151
111|4.3124560622498365e-05,3.9677099842538865e-05,7.994193402079409
112|4.280720873994781e-05,3.967864846066149e-05,7.308489320787546
113|4.235090350279691e-05,3.968716622448909e-05,6.289682292449567
114|4.219965364615774e-05,3.968521165420569e-05,5.95844224939745
115|4.128517889823158e-05,3.969230968037252e-05,3.858210768047054
116|4.019387839182542e-05,3.969213368337776e-05,1.2483112566457488
117|4.048758129115981e-05,3.968987332747531e-05,1.9702534412908386
118|3.999519902331272e-05,3.968883171134863e-05,0.7660102198404299
119|4.030579819414015e-05,3.969508241041808e-05,1.5152057795269265
120|3.95246748450262e-05,3.9709860185865864e-05,0.4685309659491613
121|3.865890204579614e-05,3.969853367813414e-05,2.6892425219589304
122|3.884980201895871e-05,3.970054001367629e-05,2.18981294757285
123|3.8597348120283925e-05,3.970834619826391e-05,2.8784311153131443
124|3.77930488375533e-05,3.9710383503699376e-05,5.07324686713527
125|3.6905300293987864e-05,3.9713797885809754e-05,7.610011487372762
126|3.7547825872952245e-05,3.971446824957425e-05,5.770353745522078
127|3.640915290592517e-05,3.9717287836360526e-05,9.08599807027369
128|3.613329977447677e-05,3.970909522799104e-05,9.896122069759278
129|3.658360848701747e-05,3.9712601111574486e-05,8.55299068069627
130|3.5430398809488395e-05,3.971896657306573e-05,12.10420403856374
131|3.496644894696033e-05,3.971156899540418e-05,13.5704945493367
132|3.504469423143419e-05,3.971175810679739e-05,13.317462108649135
133|3.430931471370968e-05,3.9714346680597146e-05,15.753832485402757
134|3.44420811160262e-05,3.970913261630571e-05,15.292489099413629
135|3.323650213760132e-05,3.97082842411578e-05,19.471910963322408
136|3.383063423711974e-05,3.97079092318009e-05,17.37264206602571
137|3.3172402968517645e-05,3.9712402732039465e-05,19.71518243561862
138|3.2975837569004796e-05,3.9706683645057694e-05,20.411448418764255
139|3.263719493284967e-05,3.9703114345979174e-05,21.649898000325962
140|3.118771773769069e-05,3.970235698824709e-05,27.3012578931557
141|3.176704784690898e-05,3.9691969483612866e-05,24.946988070454278
142|3.101655065140818e-05,3.969674632697817e-05,27.985689876111035
143|3.0352034106950754e-05,3.96960089834586e-05,30.785333343994992
144|3.0305757944049105e-05,3.968190801595384e-05,30.938510395335122
145|3.009815718746367e-05,3.968618986505135e-05,31.855879474180018
146|2.9907778158033693e-05,3.9677573173690917e-05,32.66640191067789
147|2.8235129513554114e-05,3.9674911342935104e-05,40.516130177088044
148|2.8755790725032426e-05,3.96606610024719e-05,37.922345386755744
149|2.7679935890034812e-05,3.9667754118344334e-05,43.30869217303828
150|2.797597658465989e-05,3.964827286573325e-05,41.72256952586115
151|2.7771163110479336e-05,3.96492536163251e-05,42.77131086873208
152|2.6764242293086937e-05,3.9640361188197915e-05,48.10940939074076
153|2.7007605722495498e-05,3.963511802229647e-05,46.75539338640119
154|2.6677144437048383e-05,3.9625131436515915e-05,48.53588070500444
155|2.611918806394442e-05,3.961770082705485e-05,51.680445540893786
156|2.5827884114981714e-05,3.9615603343978734e-05,53.383076862263444
157|2.5944819721068768e-05,3.9602562210472314e-05,52.641500832293815
158|2.566689868865879e-05,3.960496724531026e-05,54.30367231242536
159|2.4430296464927892e-05,3.958910263479609e-05,62.04921087073244
160|2.3921327070741683e-05,3.957421283917739e-05,65.43485535792388
161|2.3280912857082114e-05,3.9564385744039754e-05,69.94344674935788
162|2.3307812655470883e-05,3.954740777123433e-05,69.67447077000442
163|2.2970748630779525e-05,3.954030541208908e-05,72.13329024508707
164|2.3101748313880677e-05,3.953064522477234e-05,71.11538350982886
165|2.2485650982506655e-05,3.952768460235845e-05,75.79070596226066
166|2.1804487980947584e-05,3.950241530770171e-05,81.16644308372797
167|2.180188610889644e-05,3.94949713116155e-05,81.1539199606187
168|2.1908638585532714e-05,3.94820166231824e-05,80.21209519268898
169|2.153617362310456e-05,3.9477263049203515e-05,83.3067644237939
170|2.107122825778518e-05,3.945679997841012e-05,87.25439018407495
171|1.9920307667398163e-05,3.944938275068921e-05,98.03601133757883
172|2.0228266864208422e-05,3.942590365202392e-05,94.90500059490265
173|1.9974409141365612e-05,3.9418995528173184e-05,97.3474922296409
174|2.0239754045636715e-05,3.939418919962634e-05,94.63768734936251
175|1.8992829827535473e-05,3.938259226954344e-05,107.35505254960607
176|1.9161631977127058e-05,3.9359751640155594e-05,105.40918272065092
177|1.9006461330128843e-05,3.935545235389526e-05,107.06354365664801
178|1.8631834772353528e-05,3.93356006798129e-05,111.12038165012194
179|1.8025447144687234e-05,3.931931681933065e-05,118.13226880709868
180|1.8016147774524427e-05,3.929272916503024e-05,118.09728503998936
181|1.688408266886654e-05,3.9285492946739e-05,132.67768653596806
182|1.7525909288274022e-05,3.925681415584137e-05,123.99302375772731
183|1.7308718688990865e-05,3.924293278334545e-05,126.7234998065209
184|1.565346662735223e-05,3.922408242607034e-05,150.57760916378595
185|1.6330400379960253e-05,3.91949037643613e-05,140.0118971513955
186|1.667453893228199e-05,3.917934031338888e-05,134.9650594388399
187|1.5270588827664966e-05,3.916408065540722e-05,156.46739033700916
188|1.4679349720214674e-05,3.913355110052308e-05,166.58913266868325
189|1.4248534321303907e-05,3.9112503711802304e-05,174.501944058363
190|1.4921980177273753e-05,3.908876241709436e-05,161.95425776417216
191|1.4583841490889426e-05,3.907991343510275e-05,167.96721192777707
192|1.4546523203762263e-05,3.9046946820775474e-05,168.42803791545532
193|1.3539071270773917e-05,3.902891117490981e-05,188.26874749643628
194|1.3566787843810602e-05,3.899894701309137e-05,187.4589583184449
195|1.2847512596447785e-05,3.898108410416157e-05,203.41347254206596
196|1.2338771638642498e-05,3.8947818154611014e-05,215.6539345669908
197|1.2864957583236247e-05,3.89237148299415e-05,202.55610699145453
198|1.2743002897330769e-05,3.889377593413457e-05,205.21672362078414
199|1.159717697207796e-05,3.887058396756515e-05,235.17281025504946
200|1.1617599006807922e-05,3.88401428388363e-05,234.3215996358279
201|1.1977224010362164e-05,3.880965089919641e-05,224.02876380720625
202|1.1288684990784503e-05,3.8790025598700595e-05,243.6186378693954
203|1.0942086107412763e-05,3.8755039222238e-05,254.1832776839805
204|1.0606470123963874e-05,3.873404465970509e-05,265.1926060885308
205|1.0460628625086343e-05,3.8705838613761756e-05,270.0144608990196
206|9.40320784614812e-06,3.867069264229528e-05,311.25000398811915
207|9.488627550791051e-06,3.86328838435368e-05,307.1493336285082
208|9.692126369920118e-06,3.860621429918609e-05,298.32553585972573
209|8.926368280981478e-06,3.857574126930885e-05,332.1549375404814
210|9.2863434977275e-06,3.854345949827476e-05,315.05528529831884
211|8.580391510637497e-06,3.8512964199544086e-05,348.8485653807036
212|8.973599139761035e-06,3.848117030758047e-05,328.82649100152713
213|8.357575498774139e-06,3.8447071496250373e-05,360.0266130038509
214|7.5802755672427224e-06,3.842144083687771e-05,406.86074003577767
215|7.864125193712823e-06,3.8378323191867736e-05,388.0177037688855
216|7.004712720082296e-06,3.834050326556593e-05,447.3529721732183
217|7.020920968603406e-06,3.830704477802982e-05,445.6128184512212
218|6.881061441088576e-06,3.826636325143795e-05,456.11134385372173
219|6.594551556826644e-06,3.8231220028883683e-05,479.73949705961326
220|7.072388716000688e-06,3.8203613711651485e-05,440.1797786541201
221|6.214898663703394e-06,3.8171660649233274e-05,514.1960265927679
222|6.0488384154844255e-06,3.813225532134368e-05,530.4062483092439
223|6.624648397846045e-06,3.808607522648444e-05,474.91466624655646
224|4.6599717968831555e-06,3.805363349451696e-05,716.6065193778493
225|5.375379328764751e-06,3.800791532793113e-05,607.0741059062199
226|4.6131585946795894e-06,3.796693851576549e-05,723.0139444924615
227|5.331637977779025e-06,3.793298358178987e-05,611.4696035230703
228|5.48899485419696e-06,3.789525196129517e-05,590.3859990380561
229|4.9128125891861885e-06,3.7858160050863177e-05,670.6005340849856
230|3.718685321008053e-06,3.781170724659333e-05,916.8030898711112
231|3.823118784218593e-06,3.776803923782879e-05,887.8855816285654
232|4.1948356206411574e-06,3.772750149710902e-05,799.3797352026533
233|3.6316571567773792e-06,3.7687942541442254e-05,937.7615758995647
234|3.152049138588353e-06,3.764778154780046e-05,1094.3906929274917
235|2.7644963278561363e-06,3.759319210949741e-05,1259.8568292782247
236|3.457852121524496e-06,3.754872673455978e-05,985.8974130451048
237|1.943470392173907e-06,3.751491071746216e-05,1830.3052348278438
238|2.378474067032954e-06,3.7462312359792804e-05,1475.0565826654338
239|1.5757105193969778e-06,3.74153400959365e-05,2274.5059536859153
240|1.5100290728931043e-06,3.736984451263581e-05,2374.7764916233
241|2.2670085195741763e-06,3.732107860443534e-05,1546.2698874835085
242|2.4855387641409266e-06,3.728881627429459e-05,1400.2307271269885
243|1.2806243736562806e-06,3.723634610919291e-05,2807.671201265699
244|1.5997034807924138e-06,3.719191459561344e-05,2224.9255278978585
245|1.1255734206905288e-06,3.7145263240834225e-05,3200.1190822404064
246|1.2746131239360636e-06,3.708725813122982e-05,2809.6874521974687
247|1.530131388260969e-06,3.70497046593421e-05,2321.341392221878
248|1.4898376710092975e-07,3.6995409061102436e-05,24731.838918423724
249|6.206698488497864e-07,3.693572332208461e-05,5850.945319888375
250|9.626796337869337e-08,3.688718426575477e-05,38217.196054776905
251|3.5337204717933446e-07,3.684096992806474e-05,10325.547301246535
252|9.387646353609114e-07,3.6791101908573154e-05,3819.097558934853
253|5.082594651817374e-07,3.673924712321863e-05,7128.443273571275
254|7.316257191192221e-07,3.669466416766909e-05,4915.496750421032
255|1.0458827097714618e-06,3.6630624043798576e-05,3402.364433560893
256|7.63872523901199e-07,3.658419946228619e-05,4689.306895795362
257|1.1106380797265558e-06,3.652982065993626e-05,3189.08411540599
258|9.016121405025501e-07,3.6481821184874974e-05,3946.2877046598273
259|1.616040954388609e-06,3.6431737820752375e-05,2154.3820886355857
260|1.8447298026913472e-06,3.6365516389302854e-05,1871.3193951898975
261|2.118919170346345e-06,3.6319417344721217e-05,1614.053931504366
262|2.2001703881002754e-06,3.626216588559217e-05,1548.1526195297324
263|2.5286787215250683e-06,3.620847829655105e-05,1331.9129586661527
264|2.859969576718413e-06,3.61433948095069e-05,1163.7685066209187
265|2.125459464874524e-06,3.609147475591712e-05,1598.0551900597065
266|2.9438555873007033e-06,3.6038060373222436e-05,1124.1789484743936
267|3.001505143984673e-06,3.5988458081614993e-05,1099.013706631141
268|2.55541019544836e-06,3.592664165186221e-05,1305.9050760560458
269|2.820334175090977e-06,3.587163690088602e-05,1171.8931401002822
270|3.7380824666755075e-06,3.5821278659753375e-05,858.279518418739
271|3.1980141281806596e-06,3.5745319340474424e-05,1017.7348788264993
272|2.626897596336164e-06,3.570527066365514e-05,1259.218216707597
273|3.0215770872032977e-06,3.564314884441089e-05,1079.6207018964844
274|3.505825685312658e-06,3.5579997641921324e-05,914.8821086849963
275|4.20390164945772e-06,3.552278991891811e-05,744.9957415987682
276|3.820439243185092e-06,3.545124054271653e-05,827.9362472771825
277|4.973045598877235e-06,3.539448223532915e-05,611.7264768961734
278|5.382771106177131e-06,3.533028445845687e-05,556.3586628811457
279|4.396770520109783e-06,3.5270501125506115e-05,702.1910846651475
280|4.989013338896342e-06,3.521465683364866e-05,605.8441106801844
281|4.438262054318187e-06,3.5148784960359336e-05,691.949292993222
282|4.61508995419635e-06,3.50922184257918e-05,660.3799443580422
283|5.7534516821888815e-06,3.502790810783196e-05,508.8155431333302
284|5.557391976385162e-06,3.496399236180281e-05,529.1438953806771
285|5.94549170518377e-06,3.4901364563300064e-05,487.0223405218138
286|5.366990022626084e-06,3.4843389044247886e-05,549.2165794487338
287|6.2683342045843915e-06,3.477365848825187e-05,454.75118832719386
288|5.250789162136726e-06,3.470916475123431e-05,561.0275842252627
289|6.0894689726254114e-06,3.465323208917681e-05,469.0682101338703
290|6.4859330906053e-06,3.45853010692565e-05,433.23555124785946
291|6.7024732275378085e-06,3.4515893013065124e-05,414.9724861451589
292|6.49420425657965e-06,3.44523459618884e-05,430.5091216831185
293|6.383083444028159e-06,3.43864468703714e-05,438.7121627329255
294|6.120169921519647e-06,3.4325983005345506e-05,460.86650281798575
295|6.35180393082635e-06,3.426817741702948e-05,439.5030733036386
296|7.094946862906681e-06,3.419893909262228e-05,382.0182554349892
297|7.707364881870404e-06,3.412471344477197e-05,342.75461156693893
298|7.0722363032516e-06,3.405469355044488e-05,381.52652273210333
299|6.976847241713102e-06,3.399322786101777e-05,387.22906899522485
300|6.20756579516879e-06,3.392828459691799e-05,446.5634310847517
301|7.765292763473042e-06,3.3867060098558e-05,336.13371871649684
302|8.123107681168307e-06,3.378785587759836e-05,315.94740835368094
303|8.21896465330596e-06,3.3725455848454544e-05,310.33703478562796
304|6.892520888701625e-06,3.365190768711557e-05,388.23802249592785
305|7.643854381900184e-06,3.3593219952443576e-05,339.4801140114426
306|8.437820875339952e-06,3.352386071808766e-05,297.3047213654795
307|7.843930454498604e-06,3.344964877038947e-05,326.43989469852613
308|8.017099034862696e-06,3.339178880956695e-05,316.50712638525897
309|8.049425994638426e-06,3.3316873216726606e-05,313.9037148601448
310|7.645437838821323e-06,3.324716433095176e-05,334.86279048836514
311|9.133918480230818e-06,3.3178852898441136e-05,263.2488396984543
312|7.688259653360063e-06,3.310186244487312e-05,330.5507870094676
313|9.365829165997042e-06,3.304215431354507e-05,252.79475770822003
314|8.444990788447626e-06,3.295777461964633e-05,290.26418672630297
315|8.642783185131009e-06,3.289516511584267e-05,280.6084731181885
316|9.492161232582674e-06,3.282456164210856e-05,245.80703843752022
317|9.454276371556602e-06,3.2751626079186025e-05,246.42128907633807
318|8.400652302675837e-06,3.268266661926589e-05,289.04915287180216
319|9.56871917434654e-06,3.261904628981682e-05,240.8925029095591
320|9.083386622421585e-06,3.254457143242462e-05,258.2867578496664
321|9.165740876948547e-06,3.2472809686989734e-05,254.2846140092994
322|9.158959049404558e-06,3.240265508086537e-05,253.78097997907233
323|9.400880502941078e-06,3.232957739562892e-05,243.89946117828606
324|1.0236032284449692e-05,3.2251311572917274e-05,215.07629789242273
325|9.0021286407449e-06,3.217998936611011e-05,257.47088994550637
326|9.938206306348008e-06,3.211424638260851e-05,223.13926067418834
327|9.622555944943656e-06,3.204022889535807e-05,232.9700453671478
328|9.573376956506507e-06,3.1969168458712005e-05,233.93826028112565
329|9.734061971133912e-06,3.189680395099259e-05,227.68235959028894
330|1.0231999694187977e-05,3.182934380285829e-05,211.07647335972973
331|1.021020922253868e-05,3.174644008208105e-05,210.92839911646368
332|9.709262886570258e-06,3.167487902544508e-05,226.2336121237114
333|1.027930260733001e-05,3.1602019745502474e-05,207.43349965169398
334|1.0728162032069832e-05,3.152552124463526e-05,193.85761652737546
335|1.1158134845867806e-05,3.145652476232996e-05,181.91561759068776
336|1.0726145032169399e-05,3.137454421864305e-05,192.50531411374592
337|1.0661956734825395e-05,3.1306302472611236e-05,193.62623814027248
338|1.0480119726263837e-05,3.1229600850668504e-05,197.98897022526535
339|1.0675525992986934e-05,3.116215492715568e-05,191.9027591486079
340|1.0155781230203331e-05,3.109365828812827e-05,206.16707452948683
341|1.0750119337377129e-05,3.101870170940657e-05,188.5428592551297
342|1.1392669529541877e-05,3.093848181334735e-05,171.56481396324196
343|1.0836834372085491e-05,3.086143039254807e-05,184.7827080576572
344|1.1561581837238322e-05,3.0793667813444614e-05,166.34476360546353
345|1.0757884567613729e-05,3.0712895995765876e-05,185.49196454687828
346|1.1959571861286378e-05,3.0643978364608415e-05,156.22972728483887
347|1.0927816585848404e-05,3.056683783597691e-05,179.7158754985069
348|1.1587123639245078e-05,3.0497592857336997e-05,163.2024461536165
349|1.124179640754619e-05,3.042232607119999e-05,170.61801306754356
350|1.0989062695809793e-05,3.034843308347135e-05,176.16944159435383
351|1.1738584607012825e-05,3.0275458680950607e-05,157.9140475152647
352|1.1887620580353087e-05,3.0194500570068783e-05,153.99953141145716
353|1.1837765653943677e-05,3.0115513634410007e-05,154.40200891607626
354|1.1594978620799168e-05,3.0041151641846398e-05,159.0875983846864
355|1.2494548375929782e-05,2.997696918649595e-05,139.92038995379227
356|1.199570096943603e-05,2.988903508072127e-05,149.16455617621557
357|1.1837087528832058e-05,2.9823725323563366e-05,151.95154847778687
358|1.2430785784278697e-05,2.974776294406567e-05,139.30718025635898
359|1.2165831889010548e-05,2.9668433779939107e-05,143.86687281729365
360|1.1575855791257084e-05,2.959936721902423e-05,155.69917034885486
361|1.2429720825490875e-05,2.9522643602675203e-05,137.5165461651412
362|1.2290415219773365e-05,2.944775452640158e-05,139.59934631846065
363|1.2388704322852107e-05,2.9366082719750608e-05,137.0391766117314
364|1.2338346096374408e-05,2.929400112927638e-05,137.42243004420462
365|1.1982184197290024e-05,2.922372445990362e-05,143.89313316108982
366|1.216043954288537e-05,2.914718222468693e-05,139.68855831152814
367|1.20337681144278e-05,2.907739263457998e-05,141.63165151668366
368|1.29890377076336e-05,2.9003414052208853e-05,123.29147628206266
369|1.2631496219217553e-05,2.8913396583618578e-05,128.8992220860562
370|1.282606036578926e-05,2.8837114165014555e-05,124.83220367441365
371|1.249207116682527e-05,2.876796875606047e-05,130.28982441645465
372|1.2609741761426818e-05,2.8698574236596386e-05,127.59049931050359
373|1.3283523132123776e-05,2.8617443901701733e-05,115.43564622924222
374|1.321950929611404e-05,2.854231650317729e-05,115.9105596420851
375|1.2425499311685684e-05,2.8470238131905745e-05,129.12751767754418
376|1.2102435123839683e-05,2.8402504819169394e-05,134.6842146108383
377|1.3327980241673032e-05,2.8323294130050414e-05,112.51002489852921
378|1.3079605411636663e-05,2.8236747427357045e-05,115.88378654172071
379|1.267601661325557e-05,2.817269626120833e-05,122.25196700789715
380|1.3194954174178264e-05,2.8098178373792138e-05,112.94638846702925
381|1.2375432002720288e-05,2.802160149828481e-05,126.42927933445299
382|1.2927232003079325e-05,2.794636966640951e-05,116.18216227381514
383|1.3335662742974819e-05,2.7873199577310714e-05,109.01248115317118
384|1.330922895315112e-05,2.778954560378466e-05,108.79906493159508
385|1.3593421751778578e-05,2.7717526420723004e-05,103.90396860228671
386|1.30051035371892e-05,2.7643440299929267e-05,112.5584023293663
387|1.3749319859535092e-05,2.7576646366878066e-05,100.56734913875601
388|1.3015269238803029e-05,2.749531694501428e-05,111.25430784820963
389|1.3055673843798132e-05,2.7422613466665524e-05,110.04364688301519
390|1.3261756631965937e-05,2.7349183540525956e-05,106.22594954430018
391|1.3181631537406702e-05,2.727835352134278e-05,106.94216375213145
392|1.37319254105428e-05,2.7201257169373605e-05,98.08771425811571
393|1.3398182749480014e-05,2.712977957042284e-05,102.48850219240181
394|1.3245171578191162e-05,2.705651109424778e-05,104.27452324436236
395|1.3137885813918615e-05,2.6981195139441638e-05,105.36938379276417
396|1.438940659959087e-05,2.6909858870105552e-05,87.01159553633485
397|1.346702707794023e-05,2.6828814985169203e-05,99.21854192389911
398|1.437030327577915e-05,2.6759245924878883e-05,86.21211683111127
399|1.4282667110343539e-05,2.668405632544335e-05,86.82824516800996
400|1.4266584401401161e-05,2.6608430820029838e-05,86.50876812123686
401|1.3272126992536215e-05,2.6540418802234456e-05,99.97110347994612
402|1.2939116421417651e-05,2.647306032121932e-05,104.59712594748295
403|1.4323194126308891e-05,2.639335791210229e-05,84.2700565205835
404|1.3578928443891414e-05,2.631354615223458e-05,93.782199095923
405|1.3505852090922588e-05,2.625082805396417e-05,94.36632266695415
406|1.3531093098428926e-05,2.618092760409141e-05,93.48715889872368
407|1.3551841248293783e-05,2.6099985915628565e-05,92.59365157420679
408|1.4251899650652433e-05,2.6030178785774183e-05,82.64357330485804
409|1.3908101480275548e-05,2.5956648520342185e-05,86.62970324996458
410|1.4159435081761984e-05,2.5887095501886392e-05,82.82576495746066
411|1.4530246196020613e-05,2.5815680042562406e-05,77.66856592996012
412|1.4354184836751216e-05,2.5737652315172e-05,79.30417232245425
413|1.3744831591999684e-05,2.5671436910013057e-05,86.77156382880217
414|1.37478255424206e-05,2.5598567007012463e-05,86.20084265708019
415|1.4364221712970249e-05,2.5524287919687083e-05,77.69349728596708
416|1.389911322258186e-05,2.544836381357385e-05,83.09343485473552
417|1.3503825090133148e-05,2.5382320375300083e-05,87.96393026333114
418|1.4322342792638665e-05,2.5314544140009332e-05,76.74862630030326
419|1.4623541070513113e-05,2.5234917439220794e-05,72.56365826540089
420|1.4403393748807503e-05,2.516382194928113e-05,74.70758897613635
421|1.4322137112277034e-05,2.5097080060820787e-05,75.23278728638479
422|1.4276233448740072e-05,2.502777447954685e-05,75.31076785351698
423|1.4274780824941047e-05,2.4956503079209824e-05,74.82932582478297
