unnorm_init[10.00,0.00,0.00,3.00]_dt0.01000_m[90, 1].txt
Eccentricity : 0.000000 

Error of arcl_geod | mean = 3.634486, max = 9.987963, min = 0.000002
Error of newtonian | mean = 3.634486, max = 9.987963, min = 0.000002

   ||arc domain geodesic ||     newtonian
num||degree   | error    || degree   | error    
940||2.817000 | 0.522193 || 2.817000 | 0.522193 
941||2.820000 | 0.512668 || 2.820000 | 0.512668 
942||2.823000 | 0.503228 || 2.823000 | 0.503228 
943||2.826000 | 0.493874 || 2.826000 | 0.493874 
944||2.829000 | 0.484605 || 2.829000 | 0.484605 
945||2.832000 | 0.475422 || 2.832000 | 0.475422 
946||2.835000 | 0.466325 || 2.835000 | 0.466325 
947||2.838000 | 0.457314 || 2.838000 | 0.457314 
948||2.841000 | 0.448388 || 2.841000 | 0.448388 
949||2.844000 | 0.439549 || 2.844000 | 0.439549 
950||2.847000 | 0.430795 || 2.847000 | 0.430795 
951||2.850000 | 0.422128 || 2.850000 | 0.422128 
952||2.853000 | 0.413546 || 2.853000 | 0.413546 
953||2.856000 | 0.405051 || 2.856000 | 0.405051 
954||2.859000 | 0.396643 || 2.859000 | 0.396643 
955||2.862000 | 0.388321 || 2.862000 | 0.388321 
956||2.865000 | 0.380085 || 2.865000 | 0.380085 
957||2.868000 | 0.371936 || 2.868000 | 0.371936 
958||2.871000 | 0.363874 || 2.871000 | 0.363874 
959||2.874000 | 0.355898 || 2.874000 | 0.355898 
960||2.877000 | 0.348009 || 2.877000 | 0.348009 
961||2.880000 | 0.340207 || 2.880000 | 0.340207 
962||2.883000 | 0.332492 || 2.883000 | 0.332492 
963||2.886000 | 0.324864 || 2.886000 | 0.324864 
964||2.889000 | 0.317323 || 2.889000 | 0.317323 
965||2.892000 | 0.309869 || 2.892000 | 0.309869 
966||2.895000 | 0.302502 || 2.895000 | 0.302502 
967||2.898000 | 0.295223 || 2.898000 | 0.295223 
968||2.901000 | 0.288031 || 2.901000 | 0.288031 
969||2.904000 | 0.280926 || 2.904000 | 0.280926 
970||2.907000 | 0.273909 || 2.907000 | 0.273909 
971||2.910000 | 0.266979 || 2.910000 | 0.266979 
972||2.913000 | 0.260137 || 2.913000 | 0.260137 
973||2.916000 | 0.253383 || 2.916000 | 0.253383 
974||2.919000 | 0.246716 || 2.919000 | 0.246716 
975||2.922000 | 0.240137 || 2.922000 | 0.240137 
976||2.925000 | 0.233646 || 2.925000 | 0.233646 
977||2.928000 | 0.227243 || 2.928000 | 0.227243 
978||2.931000 | 0.220928 || 2.931000 | 0.220928 
979||2.934000 | 0.214701 || 2.934000 | 0.214701 
980||2.937000 | 0.208562 || 2.937000 | 0.208562 
981||2.940000 | 0.202511 || 2.940000 | 0.202511 
982||2.943000 | 0.196548 || 2.943000 | 0.196548 
983||2.946000 | 0.190673 || 2.946000 | 0.190673 
984||2.949000 | 0.184887 || 2.949000 | 0.184887 
985||2.952000 | 0.179189 || 2.952000 | 0.179189 
986||2.955000 | 0.173580 || 2.955000 | 0.173580 
987||2.958000 | 0.168058 || 2.958000 | 0.168058 
988||2.961000 | 0.162626 || 2.961000 | 0.162626 
989||2.964000 | 0.157282 || 2.964000 | 0.157282 
990||2.967000 | 0.152026 || 2.967000 | 0.152026 
991||2.970000 | 0.146859 || 2.970000 | 0.146859 
992||2.973000 | 0.141781 || 2.973000 | 0.141781 
993||2.976000 | 0.136792 || 2.976000 | 0.136792 
994||2.979000 | 0.131891 || 2.979000 | 0.131891 
995||2.982000 | 0.127079 || 2.982000 | 0.127079 
996||2.985000 | 0.122356 || 2.985000 | 0.122356 
997||2.988000 | 0.117722 || 2.988000 | 0.117722 
998||2.991000 | 0.113177 || 2.991000 | 0.113177 
999||2.994000 | 0.108720 || 2.994000 | 0.108720 
1000||2.997000 | 0.104353 || 2.997000 | 0.104353 
1001||3.000000 | 0.100075 || 3.000000 | 0.100075 
1002||3.003000 | 0.095886 || 3.003000 | 0.095886 
1003||3.006000 | 0.091786 || 3.006000 | 0.091786 
1004||3.009000 | 0.087775 || 3.009000 | 0.087775 
1005||3.012000 | 0.083854 || 3.012000 | 0.083854 
1006||3.015000 | 0.080022 || 3.015000 | 0.080022 
1007||3.018000 | 0.076279 || 3.018000 | 0.076279 
1008||3.021000 | 0.072625 || 3.021000 | 0.072625 
1009||3.024000 | 0.069061 || 3.024000 | 0.069061 
1010||3.027000 | 0.065586 || 3.027000 | 0.065586 
1011||3.030000 | 0.062200 || 3.030000 | 0.062200 
1012||3.033000 | 0.058904 || 3.033000 | 0.058904 
1013||3.036000 | 0.055697 || 3.036000 | 0.055697 
1014||3.039000 | 0.052580 || 3.039000 | 0.052580 
1015||3.042000 | 0.049553 || 3.042000 | 0.049553 
1016||3.045000 | 0.046614 || 3.045000 | 0.046614 
1017||3.048000 | 0.043766 || 3.048000 | 0.043766 
1018||3.051000 | 0.041007 || 3.051000 | 0.041007 
1019||3.054000 | 0.038338 || 3.054000 | 0.038338 
1020||3.057000 | 0.035758 || 3.057000 | 0.035758 
1021||3.060000 | 0.033268 || 3.060000 | 0.033268 
1022||3.063000 | 0.030868 || 3.063000 | 0.030868 
1023||3.066000 | 0.028558 || 3.066000 | 0.028558 
1024||3.069000 | 0.026337 || 3.069000 | 0.026337 
1025||3.072000 | 0.024206 || 3.072000 | 0.024206 
1026||3.075000 | 0.022165 || 3.075000 | 0.022165 
1027||3.078000 | 0.020213 || 3.078000 | 0.020213 
1028||3.081000 | 0.018352 || 3.081000 | 0.018352 
1029||3.084000 | 0.016580 || 3.084000 | 0.016580 
1030||3.087000 | 0.014898 || 3.087000 | 0.014898 
1031||3.090000 | 0.013306 || 3.090000 | 0.013306 
1032||3.093000 | 0.011804 || 3.093000 | 0.011804 
1033||3.096000 | 0.010392 || 3.096000 | 0.010392 
1034||3.099000 | 0.009069 || 3.099000 | 0.009069 
1035||3.102000 | 0.007837 || 3.102000 | 0.007837 
1036||3.105000 | 0.006694 || 3.105000 | 0.006694 
1037||3.108000 | 0.005642 || 3.108000 | 0.005642 
1038||3.111000 | 0.004679 || 3.111000 | 0.004679 
1039||3.114000 | 0.003807 || 3.114000 | 0.003807 
1040||3.117000 | 0.003024 || 3.117000 | 0.003024 
1041||3.120000 | 0.002331 || 3.120000 | 0.002331 
1042||3.123000 | 0.001728 || 3.123000 | 0.001728 
1043||3.126000 | 0.001216 || 3.126000 | 0.001216 
1044||3.129000 | 0.000793 || 3.129000 | 0.000793 
1045||3.132000 | 0.000460 || 3.132000 | 0.000460 
1046||3.135000 | 0.000217 || 3.135000 | 0.000217 
1047||3.138000 | 0.000065 || 3.138000 | 0.000065 
1048||3.141000 | 0.000002 || 3.141000 | 0.000002 
